Scenario - Own_name
Logfile written - 10/25/2021 12:02:50

Subject	Trial	Event Type	Code	Time	TTime	Uncertainty	Duration	Uncertainty	ReqTime	ReqDur	Stim Type	Pair Index
3	284	Sound	deviant_fall	2864950	0	2			0		other	0
3	284	Sound	0	2876950	12000	8			12000		other	0
3	285	Sound	std	2884460	0	3			0		other	0
3	286	Sound	std	2891861	0	2			0		other	0
3	287	Sound	std	2897631	0	3			0		other	0
3	288	Sound	std	2904230	0	2			0		other	0
3	289	Sound	std	2911721	0	3			0		other	0
3	290	Sound	std	2918262	0	2			0		other	0
3	291	Sound	std	2924081	0	3			0		other	0
3	292	Sound	deviant_flat	2930920	0	3			0		other	0
3	292	Sound	0	2942920	12000	4			12000		other	0
3	293	Sound	deviant_flat	2949681	0	3			0		other	0
3	293	Sound	0	2961681	12000	3			12000		other	0
3	294	Sound	std	2967670	0	2			0		other	0
3	295	Sound	std	2973811	0	3			0		other	0
3	296	Sound	std	2980040	0	2			0		other	0
3	297	Sound	std	2987060	0	3			0		other	0
3	298	Sound	deviant_flat	2992790	0	2			0		other	0
3	298	Sound	0	3004790	12000	3			12000		other	0
3	299	Sound	deviant_rise	3011902	0	2			0		other	0
3	299	Sound	0	3023902	12000	2			12000		other	0
3	300	Sound	deviant_flat	3031370	0	3			0		other	0
3	300	Sound	0	3043370	12000	2			12000		other	0
3	301	Sound	std	3049570	0	3			0		other	0
3	302	Sound	std	3055880	0	3			0		other	0
3	303	Sound	std	3063430	0	2			0		other	0
3	304	Sound	deviant_rise	3070220	0	3			0		other	0
3	304	Sound	0	3082220	12000	2			12000		other	0
3	305	Sound	std	3088720	0	3			0		other	0
3	306	Sound	deviant_rise	3095180	0	2			0		other	0
3	306	Sound	0	3107180	12000	3			12000		other	0
3	307	Sound	deviant_rise	3114400	0	2			0		other	0
3	307	Sound	0	3126400	12000	3			12000		other	0
3	308	Sound	deviant_fall	3132950	0	3			0		other	0
3	308	Sound	0	3144950	12000	2			12000		other	0
3	309	Sound	std	3151039	0	2			0		other	0
3	310	Sound	std	3158449	0	2			0		other	0
3	311	Sound	std	3164710	0	3			0		other	0
3	312	Sound	std	3171249	0	3			0		other	0
3	313	Sound	std	3177709	0	2			0		other	0
3	314	Sound	std	3184899	0	3			0		other	0
3	315	Sound	std	3191779	0	2			0		other	0
3	316	Sound	std	3198269	0	2			0		other	0
3	317	Sound	std	3205389	0	3			0		other	0
3	318	Sound	std	3211349	0	3			0		other	0
3	319	Sound	std	3218030	0	2			0		other	0
3	320	Sound	std	3225270	0	3			0		other	0
3	321	Sound	std	3231160	0	2			0		other	0
3	322	Sound	std	3238879	0	3			0		other	0
3	323	Sound	std	3246459	0	3			0		other	0
3	324	Sound	std	3252660	0	2			0		other	0
3	325	Sound	deviant_flat	3259120	0	2			0		other	0
3	325	Sound	0	3271120	12000	2			12000		other	0
3	326	Sound	std	3278500	0	3			0		other	0
3	327	Sound	std	3286139	0	2			0		other	0
3	328	Sound	std	3292939	0	2			0		other	0
3	329	Sound	deviant_rise	3299229	0	2			0		other	0
3	329	Sound	0	3311229	12000	3			12000		other	0
3	330	Sound	std	3318559	0	2			0		other	0
3	331	Sound	std	3324509	0	2			0		other	0
3	332	Sound	std	3331190	0	3			0		other	0
3	333	Sound	std	3338260	0	3			0		other	0
3	334	Sound	std	3345859	0	3			0		other	0
3	335	Sound	std	3351909	0	2			0		other	0
3	336	Sound	std	3358189	0	3			0		other	0
3	337	Sound	std	3365409	0	2			0		other	0
3	338	Sound	std	3371829	0	2			0		other	0
3	339	Sound	std	3379409	0	2			0		other	0
3	340	Sound	std	3386999	0	2			0		other	0
3	341	Sound	std	3393890	0	3			0		other	0
3	342	Sound	std	3400239	0	3			0		other	0
3	343	Sound	std	3407199	0	3			0		other	0
3	344	Sound	std	3414369	0	3			0		other	0
3	345	Sound	std	3422010	0	2			0		other	0
3	346	Sound	deviant_fall	3429329	0	3			0		other	0
3	346	Sound	0	3441329	12000	3			12000		other	0
3	347	Sound	std	3447749	0	3			0		other	0
3	348	Sound	std	3454809	0	3			0		other	0
3	349	Sound	std	3461239	0	3			0		other	0
3	350	Sound	std	3468299	0	2			0		other	0
